verse_key,version_id,eng,local
GEN.5.2,2235,and created them male and female. He blessed them and called them humanity on the day they were created.,Uninja nì unimpu ní u nìn náań. U nìn bīiǹ bi-boon ní ki pú-bi diyindi yii unil.
GEN.3.2,2235,"The woman said to the snake, We may eat the fruit of the gardens trees.",Ní unimpu kíí-u yii: «Ti ŋūǹ kí ŋmɔ́ isufi in yú bukpaa poonee biliŋ.
GEN.2.2,2235,"On the sixth day God completed all the work that he had done, and on the seventh day God rested from all the work that he had done.","Unimbɔti túń u-tuuŋŋi ki dóò, ní ŋwinluluútee, u kāl̀ ki ŋūŋfì atuun ŋin kɔkɔ u ŋée pu."
GEN.7.3,2235,"and from the birds in the sky as well, take seven pairs, male and female, so that their offspring will survive throughout the earth.","Á kɔ́ǹ inoon kɔkɔ mun míǹ, ijaa iluli isal iluli, kí ŋmā kí kpāafì i-boolii kitiŋ pu."
GEN.4.3,2235,"Some time later, Cain presented an offering to the LORD from the lands crops.",An dāa bāań ŋyunti ŋubɔee ní Kaayeen lēeń u-kpaajinti ki cáań ki ŋá ti-Dindaan saraa.
GEN.8.4,2235,"and in the seventh month, on the seventeenth day, the ark came to rest on the Ararat mountains.",Uŋmaluluúti poon iwiin saalku nì ili dal ní meela sīntì ki tɔ́kɔǹ ajoon ŋin bi yíì Araratee pu.
GEN.1.5,2235,God named the light Day and the darkness Night. There was evening and there was morning: the first day.,"Ní Unimbɔti yíiń ŋwalifi yii ŋwiimpu ní ki yíiń dibɔmbɔndi yii kunyeeu. Ní kunyeeu mɔ́ ní kutaa dūu wúntì, ŋwimpeepeekaa dal dee."
GEN.6.3,2235,"The LORD said, My breath will not remain in humans forever, because they are flesh. They will live one hundred twenty years.",Ní ti-Dindaan bí yii: «Maa làá yàntī kufoou kun m ŋá unilinee ń nīn bí u-ni ki cá jaanjaan. Kun puee u sá tiwun ní ki bí iwɔfin. Waa làá yúntí kí jītí abin dilaataal nì mmuŋku pu.».
GEN.2.3,2235,"God blessed the seventh day and made it holy, because on it God rested from all the work of creation.","Míǹ puee Unimbɔti bīiǹ ŋwinluluútee pu ní ki gāntì-ŋu ki síiǹ u-ba, kun puee ŋwiin gbanti ní u kāl̀ ki ŋūŋfì atuun ŋin kɔkɔ u ŋáaǹee pu."
GEN.5.3,2235,"When Adam was years old, he became the father of a son in his image, resembling him, and named him Seth.","Adam bàn̄ abin dilaataal nì mmuŋku nì saalaa ní ki màl̄ kibininjabiki ki nántiǹ úǹ u-ba naŋku, ní ki pú-kì diyindi yii Seeti."
GEN.3.3,2235,"but not the fruit of the tree in the middle of the garden. God said, Dont eat from it, and dont touch it, or you will die.","Ama busubu bun yú bukpaa kansikinee bil ní Unimbɔti bí yii tí taa ŋmɔ́ kí taa gbēē-bu, an yaa sá fám ti làá kpú.»."
GEN.7.4,2235,In seven days from now I will send rain on the earth for forty days and forty nights. I will wipe off from the fertile land every living thing that I have made.,"Di sá yii, an kíǹ iwiin iluli dee, m làá yàntī utaa ń nì kitiŋ pu, ŋwiimpu nì kunyeeu, iwiin imuŋku ili kí céetí tin m náań tì bí kitiŋ puee kɔkɔ.»."
GEN.4.4,2235,while Abel presented his flocks oldest offspring with their fat. The LORD looked favorably on Abel and his sacrifice.,Ní Abeel mun lēeń apibil ŋin u-piii iba péé ki màl̄ee ní ki dū ŋi-nanti tin cáá ŋkpamee ki ŋá ti-Dindaan saraa. Ní ti-Dindaan fōō Abeel nì u-saraau.
GEN.8.5,2235,"The waters decreased gradually until the tenth month, and on the first day of the tenth month the mountain peaks appeared.","Nnyim nìn mɔ̀tīi sìntī ki cá ki tin cáa sāā uŋmasaalaati. Uŋmasaalaati gbanti wimpeepeekaaŋu dalee, ní ajoon gbīitìń nnyimin."
GEN.1.6,2235,"God said, Let there be a dome in the middle of the waters to separate the waters from each other.",Ní Unimbɔti bí yii: «Kugbɔŋu kubɔ ń nyā kí dàntī kí yàkatī inyiŋfi mili!».
GEN.6.4,2235,"In those days, giants lived on the earth and also afterward, when divine beings and human daughters had sexual relations and gave birth to children. These were the ancient heroes, famous men.",Tinikpaandi nìn bí kitiŋ pu ŋyunti ŋun Unimbɔti jipɔmbi dɔ́miń ki cáá binifoobi sapɔmbi ki màl̄ mbiyaamuee. Míǹ boonee bi nìn gbíntì ki bí. Bíǹ di nìn sá bijanjaliibi bin nìn nyáń diyindi cannaakuee.
GEN.5.4,2235,"After Seths birth, Adam lived years; he had other sons and daughters.","Adam nín màl̄ Seeti boonee, u gíti ŋá abin alaataa anii ní. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.2.4,2235,This is the account of the heavens and the earth when they were created. On the day the LORD God made earth and sky.,Kutagbɔŋu nì kitiŋ náantam nín kíĺ puee dee. Ŋyunti ŋun ti-Dindaan Unimbɔti nyántì kitiŋ nì kutagbɔŋuee.
GEN.3.4,2235,"The snake said to the woman, You wont die!.","Niinee ní ukoobu bí unimpu yii: «Kaa sá míǹ, naa làá kpú."
GEN.7.5,2235,Noah did everything the LORD commanded him.,Ní Noowa ŋá kii ti-Dindaan nín bí yii ú ŋá miŋyee.
GEN.4.5,2235,but didnt look favorably on Cain and his sacrifice. Cain became very angry and looked resentful.,"ama ní ki fātì u-boon ki tīī Kaayeen nì u-saraau. An puee ní Kaayeen fōō diŋuul tikpil, u-nimbiin cúu bíil̀."
GEN.8.6,2235,"After forty days, Noah opened the window of the ark that he had made.",Iwiin imuŋku ili boonee ní Noowa pīitì meela tɔkɔlau un u nìn lēēyee.
GEN.1.7,2235,God made the dome and separated the waters under the dome from the waters above the dome. And it happened in that way.,Ní an ŋá míǹ. Míǹ ní Unimbɔti yāntì kugbɔŋuee nyáń ki dāntì ki cúú inyiŋfi in bí taapuee nì in bí yilpuee ki yākatì.
GEN.6.5,2235,The LORD saw that humanity had become thoroughly evil on the earth and that every idea their minds thought up was always completely evil.,Ti-Dindaan nìn ká yii binib kpitii mɔ̀tīi wīintí kitiŋ pu. Baabadalee tibɔkpitil ŋma di nìn gbí bi-pɔbiliŋ poon bi dàkafī.
GEN.5.5,2235,"In all, Adam lived years, and he died.",Abin ŋin kɔkɔ Adam ŋá ní ki nín kpíìyee kpáfì abin alaataa awa nì abin mmuŋku nì saalaa ní.
GEN.3.5,2235,"God knows that on the day you eat from it, you will see clearly and you will be like God, knowing good and evil.","Di sá Unimbɔti nyí yii daliŋkin ni yaa ŋmɔ́ busubu gbanti bilee, ni-nimbiliŋ làá ŋúbití ní ní nīn kíǹ ki nyí tiŋan nì tikpitil kii úǹ Unimbɔti nín nyí puee.»."
GEN.2.5,2235,"before any wild plants appeared on the earth, and before any field crops grew, because the LORD God hadnt yet sent rain on the earth and there was still no human being to farm the fertile land.","kisubiki báà kiba kaa nìn dáá nyáń kitiŋ pu, ní kumoou báà kubɔ mun kaa nìn dáá nyáń, kun puee ti-Dindaan Unimbɔti kaa nìn dáá yāntì utaa nìn̄. Unil mun nìn kpá kí kpɔ̀ tikpaal kitiŋ pu."
GEN.7.6,2235,Noah was years old when the floodwaters arrived on earth.,Noowa nìn cáá abin alaataa aluu ní utaa nìn̄ ní nnyiŋgbeen dɔ́miń kitiŋ pu.
GEN.8.7,2235,"He sent out a raven, and it flew back and forth until the waters over the entire earth had dried up.","U nìn dū kulaagaau ki líì taapu, ní ku cá ki gítiń ki cá ki gítiń áli nnyim dāa fóotì ní kitiŋ kūń."
GEN.4.6,2235,"The LORD said to Cain, Why are you angry, and why do you look so resentful?.","Ní ti-Dindaan bí Kaayeen yii: «Ba ŋá ní a fōō diŋuul, a-nimbiin cúu bíil̀ mimmee?."
GEN.1.8,2235,God named the dome Sky. There was evening and there was morning: the second day.,"Ní Unimbɔti yíiń kugbɔŋuee yii kutagbɔŋu. Ní kunyeeu mɔ́ ní kutaa dūu wúntì, ŋwinliliiti dal dee."
GEN.6.6,2235,"The LORD regretted making human beings on the earth, and he was heartbroken.",Ní an wùn̄ ti-Dindaan ki kɔ́-u kunimbaau u nín náań unil kitiŋ puee.
GEN.5.6,2235,"When Seth was years old, he became the father of Enosh.",Seeti ŋá abin dilaataal nì abin aŋmoo ní ki màl̄ Eenɔsi.
GEN.2.6,2235,though a stream rose from the earth and watered all of the fertile land.,Ama kitiŋ taapu ní nnyim nìn nyēeń ki sɔ̀ŋkī an kɔkɔ.
GEN.3.6,2235,"The woman saw that the tree was beautiful with delicious food and that the tree would provide wisdom, so she took some of its fruit and ate it, and also gave some to her husband, who was with her, and he ate it.","Unimpu mun ká yii busubuee bil ŋān̄ ki mɔ̄ diŋmɔl, ki cáá nnimbitaataam, ki lafun máaǹ kí ŋúbití unil nimbiliŋ, ní u kītì ki ŋmɔ́. U-cal bí u-cee ní u tīī u mun ní u ŋmɔ́."
GEN.7.7,2235,"Noah, his sons, his wife, and his sons wives with him entered the ark to escape the floodwaters.","Ŋyunti gbantee Noowa nì u-nimpuu nì u-jipɔmbi nì u-coopoobi kɔ́ meelan, nnyiŋgbeen ń taa yòon̄-bi."
GEN.8.8,2235,Then he sent out a dove to see if the waters on all of the fertile land had subsided.,U nìn tí dū dibeenanjil ki líì kí kpèè yii nnyim yaa bātì kitiŋ pu.
GEN.4.7,2235,"If you do the right thing, wont you be accepted? But if you dont do the right thing, sin will be waiting at the door ready to strike! It will entice you, but you must rule over it.","A yaa bàà ŋá tin ŋān̄ee, a-yil bàà gáań ní. A yaa kaa ŋá tin ŋān̄ee, ikpiti kpátì ki dɔ̄ a-punyɔkɔpu ki nyàab̀-si, ama sii pɔ̄ɔkiǹ-i.»."
GEN.1.9,2235,"God said, Let the waters under the sky come together into one place so that the dry land can appear. And thats what happened.","Ní Unimbɔti bí yii: «Nnyim min dɔ̄ taapuee ń kóoǹ kí kpāfì dijandi diba, dijandi din kíǹee ń nīn sá ŋkulimmi!» Ní an ŋá míǹ."
GEN.6.7,2235,"So the LORD said, I will wipe off of the land the human race that Ive created: from human beings to livestock to the crawling things to the birds in the skies, because I regret I ever made them.","Ní ti-Dindaan bí yii: «See m kúntì binib bin m náańee kitiŋ pu. M làá kúntí-bi kí kpáaǹ tiwaŋkuti nì tin kɔkɔ fù ti-biŋŋi puee nì inoon kɔkɔ, kun puee an wùn̄-mi m nín náań-bee pu.»."
GEN.5.7,2235,"After the birth of Enosh, Seth lived years; and he had other sons and daughters.","Seeti nín màl̄ Eenɔsi boonee, u gíti ŋá abin alaataa anii nì abin aluli ní. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.2.7,2235,the LORD God formed the human from the topsoil of the fertile land and blew lifes breath into his nostrils. The human came to life.,"Ti-Dindaan Unimbɔti dū ntam ní ki máń unil, ní ki púfì ŋfam ki ŋá u-maŋfataabuŋyin, ní u kpántì unifoo."
GEN.3.7,2235,Then they both saw clearly and knew that they were naked. So they sewed fig leaves together and made garments for themselves.,"Niinee ní bi-liitil nimbiliŋ cúu ŋúbitì ní bi ká yii bi bí dicancaŋgbeel, ní bi tīfì busubu bun bi yíì fiigee faati ki ŋáĺ ki dūu lōoǹ."
GEN.7.8,2235,"From the clean and unclean animals, from the birds and everything crawling on the ground.","Tiwaŋkuti tin ŋān̄ bí dūú ŋá saraayee nì tin kaa ŋān̄ bí dūú ŋá saraayee, nì inoon nì tin kɔkɔ pée fù kitiŋ puee."
GEN.4.8,2235,"Cain said to his brother Abel, Lets go out to the field. When they were in the field, Cain attacked his brother Abel and killed him.",Niinee ní Kaayeen sòon̄ nì u-naal Abeel. Ŋyunti ŋun bi bí kusaaunee ní Kaayeen cúú u-naal Abeel ki kūū.
GEN.8.9,2235,"but the dove found no place to set its foot. It returned to him in the ark since waters still covered the entire earth. Noah stretched out his hand, took it, and brought it back into the ark.","Ama dibeenanjil kaa ká tin pu di làá tɔ́kɔńee ní ki fātìi nín gítí u-cee meela poon, kun puee nnyim nìn dáá gbíntìi bí kitiŋ kɔkɔ pu. Ní Noowa tāntì u-ŋal ki cúú-dì ki kɔ́ǹ u-cee meela poon."
GEN.1.10,2235,"God named the dry land Earth, and he named the gathered waters Seas. God saw how good it was.","Ní u yíiń dijandi din kūńee yii kitiŋ, ní ki yíiń nnyim min kóoǹ ki kpáfèe yii tiŋku. Ní u ká yii míǹ ŋān̄."
GEN.6.8,2235,"But as for Noah, the LORD approved of him.",Ama Noowa baba di nìn fáatì ti-Dindaan.
GEN.5.8,2235,"In all, Seth lived years, and he died.",Abin ŋin kɔkɔ Seeti ŋá ní ki nín kpíìyee kpáfì abin alaataa awa nì abin saalaa nì ali ní.
GEN.3.8,2235,"During that days cool evening breeze, they heard the sound of the LORD God walking in the garden; and the man and his wife hid themselves from the LORD God in the middle of the gardens trees.",Kujoou jóotì kubuŋu bíi jītí fílfilee ní bi gbìl̄ ti-Dindaan Unimbɔti pu u bí ki còom̄ bukpaan. Ní bi sáǹ ki bál̀-u bukpaayee sufii kansikin.
GEN.7.9,2235,"two of each, male and female, went into the ark with Noah, just as God commanded Noah.",kubuluu kamaa uja nì usal nìn dɔ́miń ki kɔ́ meela poon Noowa cee kii Unimbɔti nín nìn pée tùkū-u puee.
GEN.2.8,2235,The LORD God planted a garden in Eden in the east and put there the human he had formed.,"Ní ti-Dindaan Unimbɔti náań isufi kpaabu Eedeen tiŋki poon, bu bí ŋwìiń nyalaŋki pú, ní ki dū unil un u máńee ki kāaǹ bukpaayee poon."
GEN.4.9,2235,"The LORD said to Cain, Where is your brother Abel? Cain said, I dont know. Am I my brothers guardian.",Ní ti-Dindaan bālifì Kaayeen yii: «A-naal Abeel bí la?» Ní u kíí-u yii: «Maa nyí. Man di cí m-naalaaa?».
GEN.8.10,2235,He waited seven more days and sent the dove out from the ark again.,Ní u gíti kāl̀ iwiin iluli boonee ní ki tí nyántì dinanjil ki líì.
GEN.1.11,2235,"God said, Let the earth grow plant life: plants yielding seeds and fruit trees bearing fruit with seeds inside it, each according to its kind throughout the earth. And thats what happened.","Unimbɔti bí yii: «Kumɔsɔŋu ń nyā kitiŋ pu, kumoou kamaa ń lòoǹ ku-boolii ní isufi mun ń nyā, busubu kamaa ń lòoǹ bu-boolii!» Ní an ŋá míǹ."
GEN.5.9,2235,"When Enosh was years old, he became the father of Kenan.",Eenɔsi ŋá abin imuŋku inaa nì saalaa ní ki màl̄ Keenan.
GEN.6.9,2235,"These are Noahs descendants. In his generation, Noah was a moral and exemplary man; he walked with God.",Noowa nì u-biyaamu bɔti sɔ̀. Noowa nìn sá unimɔnti ní ki bí deedee u-yuntiŋu nib kansikin. U nìn nóó Unimbɔti mmɔntiim.
GEN.3.9,2235,"The LORD God called to the man and said to him, Where are you.",Ní ti-Dindaan Unimbɔti yíiń uninja yii: «A bí la ní?».
GEN.7.10,2235,"After seven days, the floodwaters arrived on the earth.","Iwiin iluli boonee, ní utaa nìn̄, ní nnyiŋgbeen dɔ́miń ki bīiǹ kitiŋ pu."
GEN.2.9,2235,"In the fertile land, the LORD God grew every beautiful tree with edible fruit, and also he grew the tree of life in the middle of the garden and the tree of the knowledge of good and evil.","Ti-Dindaan Unimbɔti yāntì isufi in biliŋ ŋān̄ ŋkpèé nì diŋmɔlee nyáń ki bí i-ba i-ba, ní busubu bun tìì dimaŋfalee nì bun yàntī bi béetí tiŋan nì tikpitilee yú bukpaayee kansikin."
GEN.1.12,2235,"The earth produced plant life: plants yielding seeds, each according to its kind, and trees bearing fruit with seeds inside it, each according to its kind. God saw how good it was.","Ní kumɔsɔŋu nyáń kitiŋ pu, ní timool tin làá lòoǹ ibee lòon̄ tì nín sá dimɔcil diŋyee boolii, ní busubu kamaa mun lòon̄ bu nín sá disucil diŋyee boolii. Ní Unimbɔti ká yii míǹ ŋān̄."
GEN.8.11,2235,"The dove came back to him in the evening, grasping a torn olive leaf in its beak. Then Noah knew that the waters were subsiding from the earth.",Kujoouee ní dibeenanjil fātìi gítì u-cee ki bàb̄ ɔliifi faasɔŋku. Niinee ní Noowa béè yii nnyim fóotì ki bātì kitiŋ pu.
GEN.4.10,2235,"The LORD said, What did you do? The voice of your brothers blood is crying to me from the ground.",Ní ti-Dindaan bí-u yii: «Ba ní a ŋée! A-naal fatikuu di gbáàń ibiil taapu ki dāa bāań man nee.
GEN.5.10,2235,"After Kenans birth, Enosh lived years; and he had other sons and daughters.","Eenɔsi nín màl̄ Keenan boonee, u gíti ŋá abin alaataa anii nì abin saalku ní. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu kí kútì."
GEN.6.10,2235,"Noah had three sons: Shem, Ham, and Japheth.",U nìn màl̄ mbininjabiyaamu muta. Bi-yiŋŋi di sá Seem nì Kaam nì Jaafeeti.
GEN.3.10,2235,"The man replied, I heard your sound in the garden; I was afraid because I was naked, and I hid myself.","Ní u kíí-u yii: «M nín bí bukpaan ki gbìl̄ a-puee ní m fāŋkì, kun puee m bí dicancaŋgbeel, an pu ní m bál̀.»."
GEN.7.11,2235,"In the six hundredth year of Noahs life, in the second month, on the seventeenth day—on that day all the springs of the deep sea erupted, and the windows in the skies opened.","Noowa biŋŋi alaataa aluu poon, dibindi ŋmaliliitiu iwiin saalku nì ili dal ní inyimbulkpaan cúu pīitì, ní nnyim cílìń, ní yilpu cúu cōotì ní nnyim sìtīń."
GEN.2.10,2235,"A river flows from Eden to water the garden, and from there it divides into four headwaters.",Ní mbun ŋubɔ nyēeń Eedeen tiŋkin ki sɔ̀ŋkī bukpaayee. Bukpaayee poon ní mbunee cúu yākatì abuntaa anaa.
GEN.1.13,2235,There was evening and there was morning: the third day.,"Ní kunyeeu mɔ́ ní kutaa dūu wúntì, ŋwintataati dal dee."
GEN.4.11,2235,You are now cursed from the ground that opened its mouth to take your brothers blood from your hand.,"Kɔŋkɔnnee a nín kūū a-naal kitiŋ nyùn̄ u-fatikuuee, m tɔ́-si mbusu."
GEN.6.11,2235,"In Gods sight, the earth had become corrupt and was filled with violence.",Kitiŋ nìn bíil̀ Unimbɔti nimbiin. Tipɔmbɔti ní binib nìn kíǹ ki dàkà tikɔkɔ poon.
GEN.8.12,2235,"He waited seven more days and sent out the dove, but it didnt come back to him again.","Ní u gíti tí kāl̀ iwiin iluli, boonee ní u fātìi tí nyántì dibeenanjil ki líì ní dàa ti gítì u-cee."
GEN.5.11,2235,"In all, Enosh lived years, and he died.",Abin ŋin kɔkɔ Eenɔsi ŋá ní ki nín kpíìyee kpáfì abin alaataa awa nì abin aŋmoo ní.
GEN.7.12,2235,It rained on the earth forty days and forty nights.,"Utaa nìn nìn̄ iwiin imuŋku ili, ŋwiimpu nì kunyeeu."
GEN.3.11,2235,"He said, Who told you that you were naked? Did you eat from the tree, which I commanded you not to eat.",Ní ti-Dindaan Unimbɔti bí-u yii: «Ŋma tùkū-si yii a bí dicancaŋgbeel? Àá a ŋmɔ́ busubu bun bil m kpáafì-si yii á taa ŋmɔ́ee ní?».
GEN.2.11,2235,"The name of the first river is the Pishon. It flows around the entire land of Havilah, where there is gold.",Dibuntaapeekaal ní bi yíì Piisɔn. Díǹ di māntìi tú Afiila tiŋki kin poon ní sindaariya bée.
GEN.1.14,2235,"God said, Let there be lights in the dome of the sky to separate the day from the night. They will mark events, sacred seasons, days, and years.","Ní Unimbɔti bí yii: «Iwalfi ń nyā kí nīn bí kutagbɔŋu pu kí yàkatī ŋwiimpu nì kunyeeu, bí nīn cáa dāantí iyunti, kí nīn cáa kàaǹ iwiin nì abin nì iwiŋkpaan."
GEN.4.12,2235,"When you farm the fertile land, it will no longer grow anything for you, and you will become a roving nomad on the earth.","A yaa ti kùn̄ee, kitiŋ kaa làá ti lòoǹ. A làá nīn kíǹ ki tú ki yìiǹ an kɔkɔ ní kitiŋ pu.»."
GEN.6.12,2235,"God saw that the earth was corrupt, because all creatures behaved corruptly on the earth.","Unimbɔti nìn ká yii ikpiti jíń kitiŋ, di sá yii binib nìn dū bi-ba ki líì nì tikpitil."
GEN.5.12,2235,"When Kenan was years old, he became the father of Mahalalel.",Keenan ŋá abin imuŋku ita nì abin saalaa ní ki màl̄ Maalaleeyeel.
GEN.8.13,2235,"In Noahs six hundred first year, on the first day of the first month, the waters dried up from the earth. Noah removed the arks hatch and saw that the surface of the fertile land had dried up.","Noowa biŋŋi alaataa aluu nì dibindi diba, uŋmapeepeekaa wimpeekaaŋu dalee, ní u pīitì meela yilpu ki kpēeń taapuee ní ki ká yii nnyim fóotì kitiŋ pu."
GEN.7.13,2235,"That same day Noah, with his sons Shem, Ham, and Japheth, Noahs wife, and his sons three wives, went into the ark.",An wiiŋŋu ní Noowa nì u-nimpuu nì u-jipɔmbi Seem nì Kaam nì Jaafeeti nì bi-nimpoobi bitee kɔ́ meelan.
GEN.2.12,2235,"That lands gold is pure, and the land also has sweet-smelling resins and gemstones.","Kitiŋ gbanti sindaariyau sá umɔnti ní, ní talaalu un bi yíì bideeliyoomee nì ataŋkpamɔnti ŋin bi yíì soowamee bí niin."
GEN.3.12,2235,"The man said, The woman you gave me, she gave me some fruit from the tree, and I ate.",Ní uninja kíí-u yii: «Unimpu un a cáań ki ŋàl̄-mee di kītì disubil gbanti ki tīī-mi ní m ŋmɔ́.».
GEN.1.15,2235,They will be lights in the dome of the sky to shine on the earth. And thats what happened.,iwalfi gbantee ń nīn bí kutagbɔŋu pu ki ŋmíntí kitiŋ pu.» Ní an ŋá míǹ.
GEN.6.13,2235,"God said to Noah, The end has come for all creatures, since they have filled the earth with violence. I am now about to destroy them along with the earth.","Ní Unimbɔti bí Noowa yii: «M làá kúntí binib kɔkɔ, kun puee bi yāntì tipɔmbɔti jíń kitiŋ kɔkɔ. M làá céetí-bi kitiŋ pu."
GEN.4.13,2235,"Cain said to the LORD, My punishment is more than I can bear.","Ní Kaayeen bí ti-Dindaan yii: «Óo, m-yìntitam gìńdi nyìmiǹ-mi maa ŋūǹ kí túń."
GEN.5.13,2235,"After the birth of Mahalalel, Kenan lived years; and he had other sons and daughters.","Keenan nín màl̄ Maalaleeyeel boonee, u gíti ŋá abin alaataa anii nì abin imuŋku ili ní. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.8.14,2235,"In the second month, on the twenty-seventh day, the earth was dry.",Uŋmaliliiti iwiin mmuŋku nì iluli dalee ní kitiŋ kūń.
GEN.7.14,2235,"They and every kind of animal—every kind of livestock, every kind that crawls on the ground, every kind of bird.","Ŋwiin gbanti ní upeel kamaa buluku, kuwaŋkuluu kamaa buluku nì tin kɔkɔ fù kitiŋ puee kubuluu kubuluu, nì unoon kamaa buluku, nì tin kɔkɔ cáá ifeenee kubuluu kubuluu mun kɔ́ meelan."
GEN.2.13,2235,The name of the second river is the Gihon. It flows around the entire land of Cush.,Dibuntaaliliitiilee ní bi yíì Giiyɔn. Díǹ di māntìi tú Kusa tiŋki kɔkɔ.
GEN.1.16,2235,God made the stars and two great lights: the larger light to rule over the day and the smaller light to rule over the night.,"Míǹ ní Unimbɔti ŋá iwalfikpaan ili: ŋkpaŋkpaan di sá ŋwìiń, kutaa yaa wúntèe, ŋú nīn bí ki ŋmíntí. Kiwaai di sá uŋmal, kunyeeuee, ú nīn bí ki ŋmíntí, ní ki ŋá iŋmalbijaa mun."
